ID_TBED,Birth_Group_TBED,First_Seen_Group_TBED,Final_Group_TBED,Sex,BirthDate,immigration_date,First_date,LastSeenDate,DeathDate,Final_date,TB_death,Final_age,Final_age_years,final_age_accurate,TB_final_status,TB_signs_date,TB_signs_group_TBED,TB_exposure_date,TB_exposed_group_TBED,TB_exposure_type,TB_date_Birthgroup,TB_date_immigrated_group,TB_date_Final_group
ID_565,NA,Group_104,Group_104,M,NA,04/06/2009,04/06/2009,26/02/2010,19/01/2010,19/01/2010,FALSE,229,0.63,FALSE,exposed_asymptomatic,NA,NA,10/09/2009,Group_104,ResidentGroup,NA,10/09/2009,10/09/2009
ID_3087,NA,Group_104,Group_104,F,NA,04/06/2009,04/06/2009,24/10/2013,24/10/2013,24/10/2013,FALSE,1603,4.39,FALSE,exposed_asymptomatic,NA,NA,10/09/2009,Group_104,ResidentGroup,NA,10/09/2009,10/09/2009
ID_2541,NA,Group_104,Group_104,F,NA,04/06/2009,04/06/2009,18/04/2012,22/04/2012,22/04/2012,TRUE,1053,2.88,FALSE,exposed_signs,15/10/2011,Group_104,10/09/2009,Group_104,ResidentGroup,NA,10/09/2009,10/09/2009
ID_2616,NA,Group_104,Group_104,M,NA,04/06/2009,04/06/2009,30/04/2013,15/11/2009,15/11/2009,FALSE,164,0.45,FALSE,exposed_asymptomatic,NA,NA,10/09/2009,Group_104,ResidentGroup,NA,10/09/2009,10/09/2009
ID_1569,NA,Group_104,Group_104,F,NA,04/06/2009,04/06/2009,28/01/2011,25/03/2011,25/03/2011,FALSE,659,1.8,FALSE,exposed_asymptomatic,NA,NA,10/09/2009,Group_104,ResidentGroup,NA,10/09/2009,10/09/2009
ID_104,NA,Group_104,Group_104,M,NA,23/10/2009,23/10/2009,04/04/2012,29/03/2012,04/04/2012,TRUE,894,2.45,FALSE,exposed_signs,05/03/2011,Group_104,23/10/2009,Group_104,group_change,NA,10/09/2009,10/09/2009
ID_3281,NA,Group_81,Group_138,M,NA,22/04/2010,22/04/2010,18/12/2012,01/11/2012,01/11/2012,FALSE,924,2.53,FALSE,unexposed,NA,NA,NA,NA,none,NA,NA,27/12/2013
ID_945,NA,Group_81,Group_138,M,NA,22/04/2010,22/04/2010,26/10/2011,26/10/2011,26/10/2011,FALSE,552,1.51,FALSE,unexposed,NA,NA,NA,NA,none,NA,NA,27/12/2013
ID_2856,NA,Group_140,Group_28,M,NA,31/10/2007,31/10/2007,31/12/2007,17/12/2007,31/12/2007,FALSE,61,0.17,FALSE,exposed_asymptomatic,NA,NA,31/10/2007,Group_140,group_change,NA,30/04/2004,06/04/2011
ID_71,Group_148,NA,Group_148,U,02/12/2007,NA,02/12/2007,21/12/2007,20/12/2007,21/12/2007,FALSE,19,0.05,TRUE,exposed_asymptomatic,NA,NA,02/12/2007,Group_148,Birthdate,22/02/2003,NA,22/02/2003
ID_2553,Group_138,NA,Group_138,M,06/11/2010,NA,06/11/2010,30/06/2011,18/11/2010,29/06/2011,FALSE,235,0.64,TRUE,unexposed,NA,NA,NA,NA,none,27/12/2013,NA,27/12/2013
ID_1258,Group_138,NA,Group_138,F,06/11/2010,NA,06/11/2010,30/06/2011,18/11/2010,29/06/2011,FALSE,235,0.64,TRUE,unexposed,NA,NA,NA,NA,none,27/12/2013,NA,27/12/2013
ID_1130,Group_138,NA,Group_138,F,06/11/2010,NA,06/11/2010,30/06/2011,18/11/2010,29/06/2011,FALSE,235,0.64,TRUE,unexposed,NA,NA,NA,NA,none,27/12/2013,NA,27/12/2013
ID_511,Group_138,NA,Group_138,F,06/11/2010,NA,06/11/2010,30/06/2011,18/11/2010,29/06/2011,FALSE,235,0.64,TRUE,unexposed,NA,NA,NA,NA,none,27/12/2013,NA,27/12/2013
ID_362,Group_18,NA,Group_18,M,27/10/2010,NA,27/10/2010,19/12/2012,22/12/2012,22/12/2012,FALSE,787,2.15,TRUE,exposed_asymptomatic,NA,NA,27/10/2010,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_1849,Group_18,NA,Group_18,F,27/10/2010,NA,27/10/2010,20/01/2013,22/01/2013,22/01/2013,FALSE,818,2.24,TRUE,exposed_asymptomatic,NA,NA,27/10/2010,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_1412,Group_18,NA,Group_20,F,27/10/2010,NA,27/10/2010,11/07/2014,19/07/2014,19/07/2014,TRUE,1361,3.73,TRUE,exposed_signs,26/05/2014,Group_20,27/10/2010,Group_18,Birthdate,15/04/2009,NA,31/07/2013
ID_2763,Group_18,NA,Group_18,F,27/10/2010,NA,27/10/2010,26/02/2012,26/02/2012,26/02/2012,FALSE,487,1.33,TRUE,exposed_asymptomatic,NA,NA,27/10/2010,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_2007,Group_28,NA,Group_20,M,08/11/2010,NA,08/11/2010,05/11/2014,05/11/2014,05/11/2014,TRUE,1458,3.99,TRUE,exposed_signs,12/12/2013,Group_20,06/04/2011,Group_28,ResidentGroup,06/04/2011,NA,31/07/2013
ID_3214,Group_28,NA,Group_28,F,08/11/2010,NA,08/11/2010,09/11/2012,25/05/2013,25/05/2013,FALSE,929,2.54,TRUE,exposed_asymptomatic,NA,NA,06/04/2011,Group_28,ResidentGroup,06/04/2011,NA,06/04/2011
ID_886,Group_150,NA,Group_150,F,17/11/2010,NA,17/11/2010,21/07/2013,23/07/2013,23/07/2013,FALSE,979,2.68,TRUE,exposed_asymptomatic,NA,NA,17/11/2010,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_2986,Group_150,NA,Group_150,M,17/11/2010,NA,17/11/2010,22/12/2012,04/11/2012,04/11/2012,FALSE,718,1.97,TRUE,exposed_asymptomatic,NA,NA,17/11/2010,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_52,Group_150,NA,Group_150,M,17/11/2010,NA,17/11/2010,06/01/2011,06/01/2011,06/01/2011,FALSE,50,0.14,TRUE,exposed_asymptomatic,NA,NA,17/11/2010,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_2072,Group_150,NA,Group_150,F,17/11/2010,NA,17/11/2010,22/06/2015,23/06/2015,23/06/2015,FALSE,1679,4.6,TRUE,exposed_asymptomatic,NA,NA,17/11/2010,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_2397,Group_51,NA,Group_75,M,28/11/2010,NA,28/11/2010,21/01/2013,22/12/2012,22/12/2012,FALSE,755,2.07,TRUE,exposed_asymptomatic,NA,NA,28/11/2010,Group_51,Birthdate,11/12/2007,NA,13/11/2012
ID_3200,Group_51,NA,Group_75,F,28/11/2010,NA,28/11/2010,03/03/2013,05/03/2013,05/03/2013,FALSE,828,2.27,TRUE,exposed_asymptomatic,NA,NA,28/11/2010,Group_51,Birthdate,11/12/2007,NA,13/11/2012
ID_2546,Group_51,NA,Group_75,F,28/11/2010,NA,28/11/2010,23/11/2013,22/11/2013,23/11/2013,TRUE,1091,2.99,TRUE,exposed_signs,13/08/2012,Group_51,28/11/2010,Group_51,Birthdate,11/12/2007,NA,13/11/2012
ID_1854,Group_51,NA,Group_75,F,28/11/2010,NA,28/11/2010,02/03/2013,05/03/2013,05/03/2013,FALSE,828,2.27,TRUE,exposed_asymptomatic,NA,NA,28/11/2010,Group_51,Birthdate,11/12/2007,NA,13/11/2012
ID_2160,Group_55,NA,Group_55,M,06/12/2010,NA,06/12/2010,21/08/2011,04/08/2011,21/08/2011,FALSE,258,0.71,TRUE,exposed_asymptomatic,NA,NA,03/04/2011,Group_55,ResidentGroup,03/04/2011,NA,03/04/2011
ID_2108,Group_55,NA,Group_55,F,06/12/2010,NA,06/12/2010,12/11/2018,12/11/2018,12/11/2018,TRUE,2898,7.93,TRUE,exposed_signs,08/10/2017,Group_55,03/04/2011,Group_55,ResidentGroup,03/04/2011,NA,03/04/2011
ID_1818,Group_55,NA,Group_18,M,06/12/2010,NA,06/12/2010,21/11/2014,21/11/2014,21/11/2014,FALSE,1446,3.96,TRUE,exposed_signs,07/06/2014,Group_18,03/04/2011,Group_55,ResidentGroup,03/04/2011,NA,15/04/2009
ID_437,Group_45,NA,Group_45,F,09/12/2010,NA,09/12/2010,08/03/2011,10/03/2011,10/03/2011,FALSE,91,0.25,TRUE,exposed_asymptomatic,NA,NA,09/12/2010,Group_45,Birthdate,18/03/2003,NA,18/03/2003
ID_2219,Group_45,NA,Group_45,M,09/12/2010,NA,09/12/2010,17/10/2013,17/10/2013,17/10/2013,FALSE,1043,2.86,TRUE,exposed_asymptomatic,NA,NA,09/12/2010,Group_45,Birthdate,18/03/2003,NA,18/03/2003
ID_2557,Group_45,NA,Group_45,M,09/12/2010,NA,09/12/2010,01/02/2012,01/02/2012,01/02/2012,FALSE,419,1.15,TRUE,exposed_asymptomatic,NA,NA,09/12/2010,Group_45,Birthdate,18/03/2003,NA,18/03/2003
ID_2734,Group_55,NA,Group_55,M,06/12/2010,NA,06/12/2010,02/10/2013,01/07/2013,01/07/2013,FALSE,938,2.57,TRUE,exposed_asymptomatic,NA,NA,03/04/2011,Group_55,ResidentGroup,03/04/2011,NA,03/04/2011
ID_2328,Group_55,NA,Group_55,M,06/12/2010,NA,06/12/2010,15/12/2011,15/12/2011,15/12/2011,FALSE,374,1.02,TRUE,exposed_asymptomatic,NA,NA,03/04/2011,Group_55,ResidentGroup,03/04/2011,NA,03/04/2011
ID_3100,Group_55,NA,Group_55,M,06/12/2010,NA,06/12/2010,19/10/2013,19/10/2013,19/10/2013,FALSE,1048,2.87,TRUE,exposed_asymptomatic,NA,NA,03/04/2011,Group_55,ResidentGroup,03/04/2011,NA,03/04/2011
ID_1450,Group_18,NA,Group_18,M,17/01/2011,NA,17/01/2011,13/03/2013,16/03/2013,16/03/2013,FALSE,789,2.16,TRUE,exposed_asymptomatic,NA,NA,17/01/2011,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_2685,Group_18,NA,Group_18,M,17/01/2011,NA,17/01/2011,23/10/2012,23/10/2012,23/10/2012,FALSE,645,1.77,TRUE,exposed_asymptomatic,NA,NA,17/01/2011,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_314,Group_18,NA,Group_18,M,17/01/2011,NA,17/01/2011,04/11/2011,08/11/2011,08/11/2011,FALSE,295,0.81,TRUE,exposed_asymptomatic,NA,NA,17/01/2011,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_431,Group_18,NA,Group_18,F,17/01/2011,NA,17/01/2011,07/10/2012,07/10/2012,07/10/2012,FALSE,629,1.72,TRUE,exposed_asymptomatic,NA,NA,17/01/2011,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_3162,Group_18,NA,Group_18,M,17/01/2011,NA,17/01/2011,22/10/2012,23/10/2012,23/10/2012,FALSE,645,1.77,TRUE,exposed_asymptomatic,NA,NA,17/01/2011,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_1543,Group_18,NA,Group_18,M,17/01/2011,NA,17/01/2011,16/10/2011,17/10/2011,17/10/2011,FALSE,273,0.75,TRUE,exposed_asymptomatic,NA,NA,17/01/2011,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_902,Group_69,NA,Group_69,M,17/01/2011,NA,17/01/2011,31/01/2013,23/12/2012,31/01/2013,FALSE,745,2.04,TRUE,exposed_asymptomatic,NA,NA,17/01/2011,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_2167,Group_69,NA,Group_69,M,17/01/2011,NA,17/01/2011,21/12/2012,26/10/2012,11/12/2012,FALSE,694,1.9,TRUE,exposed_asymptomatic,NA,NA,17/01/2011,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_2351,Group_69,NA,Group_69,F,17/01/2011,NA,17/01/2011,26/04/2011,29/03/2011,29/03/2011,FALSE,71,0.19,TRUE,exposed_asymptomatic,NA,NA,17/01/2011,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_582,Group_69,NA,Group_45,F,17/01/2011,NA,17/01/2011,01/10/2013,26/10/2013,26/10/2013,TRUE,1013,2.77,TRUE,exposed_signs,30/09/2012,Group_29,17/01/2011,Group_69,Birthdate,08/02/2007,NA,18/03/2003
ID_2864,Group_69,NA,Group_69,M,17/01/2011,NA,17/01/2011,08/01/2012,19/12/2011,08/01/2012,FALSE,356,0.97,TRUE,exposed_asymptomatic,NA,NA,17/01/2011,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_1879,Group_38,NA,Group_44,M,22/01/2011,NA,22/01/2011,23/02/2016,23/02/2016,23/02/2016,FALSE,1858,5.09,TRUE,exposed_asymptomatic,NA,NA,22/01/2011,Group_38,Birthdate,07/09/2003,NA,17/09/2016
ID_2777,Group_38,NA,Group_44,M,22/01/2011,NA,22/01/2011,14/01/2016,04/02/2016,04/02/2016,FALSE,1839,5.03,TRUE,exposed_asymptomatic,NA,NA,22/01/2011,Group_38,Birthdate,07/09/2003,NA,17/09/2016
ID_493,Group_145,NA,Group_18,M,20/01/2011,NA,20/01/2011,19/10/2013,19/11/2013,19/11/2013,FALSE,1034,2.83,TRUE,exposed_asymptomatic,NA,NA,20/01/2011,Group_145,Birthdate,06/03/2009,NA,15/04/2009
ID_4,Group_145,NA,Group_145,F,20/01/2011,NA,20/01/2011,22/11/2016,22/11/2016,22/11/2016,TRUE,2133,5.84,TRUE,exposed_signs,05/05/2013,Group_145,20/01/2011,Group_145,Birthdate,06/03/2009,NA,06/03/2009
ID_1326,Group_145,NA,Group_145,U,20/01/2011,NA,20/01/2011,17/02/2011,18/02/2011,18/02/2011,FALSE,29,0.08,TRUE,exposed_asymptomatic,NA,NA,20/01/2011,Group_145,Birthdate,06/03/2009,NA,06/03/2009
ID_585,Group_38,NA,Group_38,U,22/01/2011,NA,22/01/2011,24/02/2011,24/02/2011,24/02/2011,FALSE,33,0.09,TRUE,exposed_asymptomatic,NA,NA,22/01/2011,Group_38,Birthdate,07/09/2003,NA,07/09/2003
ID_1180,Group_38,NA,Group_38,F,22/01/2011,NA,22/01/2011,26/10/2013,25/11/2013,25/11/2013,FALSE,1038,2.84,TRUE,exposed_asymptomatic,NA,NA,22/01/2011,Group_38,Birthdate,07/09/2003,NA,07/09/2003
ID_1126,Group_38,NA,Group_103,F,22/01/2011,NA,22/01/2011,05/11/2015,05/11/2015,05/11/2015,FALSE,1748,4.79,TRUE,exposed_signs,26/10/2015,Group_134,22/01/2011,Group_38,Birthdate,07/09/2003,NA,18/12/2013
ID_24,Group_125,NA,Group_129,M,29/01/2011,NA,29/01/2011,15/10/2012,15/10/2012,15/10/2012,FALSE,625,1.71,TRUE,exposed_asymptomatic,NA,NA,29/01/2011,Group_125,Birthdate,29/05/2009,NA,25/06/2012
ID_3324,Group_125,NA,Group_125,M,29/01/2011,NA,29/01/2011,13/04/2011,26/03/2011,11/04/2011,FALSE,72,0.2,TRUE,exposed_asymptomatic,NA,NA,29/01/2011,Group_125,Birthdate,29/05/2009,NA,29/05/2009
ID_3191,Group_29,NA,Group_29,F,21/01/2011,NA,21/01/2011,19/09/2011,13/09/2011,19/09/2011,FALSE,241,0.66,TRUE,exposed_asymptomatic,NA,NA,21/01/2011,Group_29,Birthdate,31/01/2008,NA,31/01/2008
ID_1316,Group_29,NA,Group_29,M,21/01/2011,NA,21/01/2011,20/04/2011,21/04/2011,21/04/2011,FALSE,90,0.25,TRUE,exposed_asymptomatic,NA,NA,21/01/2011,Group_29,Birthdate,31/01/2008,NA,31/01/2008
ID_1973,Group_28,NA,Group_28,M,27/01/2011,NA,27/01/2011,06/11/2014,02/04/2013,08/04/2013,FALSE,802,2.2,TRUE,exposed_asymptomatic,NA,NA,06/04/2011,Group_28,ResidentGroup,06/04/2011,NA,06/04/2011
ID_807,Group_28,NA,Group_28,M,27/01/2011,NA,27/01/2011,24/12/2015,24/12/2015,24/12/2015,FALSE,1792,4.91,TRUE,exposed_asymptomatic,NA,NA,06/04/2011,Group_28,ResidentGroup,06/04/2011,NA,06/04/2011
ID_3036,Group_29,NA,Group_29,F,21/01/2011,NA,21/01/2011,01/05/2011,06/05/2011,06/05/2011,FALSE,105,0.29,TRUE,exposed_asymptomatic,NA,NA,21/01/2011,Group_29,Birthdate,31/01/2008,NA,31/01/2008
ID_2331,Group_29,NA,Group_29,M,21/01/2011,NA,21/01/2011,01/05/2011,06/05/2011,06/05/2011,FALSE,105,0.29,TRUE,exposed_asymptomatic,NA,NA,21/01/2011,Group_29,Birthdate,31/01/2008,NA,31/01/2008
ID_2770,Group_125,NA,Group_125,M,29/01/2011,NA,29/01/2011,13/04/2011,26/03/2011,26/03/2011,FALSE,56,0.15,TRUE,exposed_asymptomatic,NA,NA,29/01/2011,Group_125,Birthdate,29/05/2009,NA,29/05/2009
ID_1784,Group_125,NA,Group_125,M,29/01/2011,NA,29/01/2011,29/07/2013,01/08/2013,01/08/2013,FALSE,915,2.51,TRUE,exposed_asymptomatic,NA,NA,29/01/2011,Group_125,Birthdate,29/05/2009,NA,29/05/2009
ID_1147,Group_42,NA,Group_42,F,30/01/2011,NA,30/01/2011,07/03/2011,10/03/2011,10/03/2011,FALSE,39,0.11,TRUE,exposed_asymptomatic,NA,NA,30/01/2011,Group_42,Birthdate,18/01/2005,NA,18/01/2005
ID_2851,Group_42,NA,Group_42,F,30/01/2011,NA,30/01/2011,19/05/2011,22/05/2011,22/05/2011,FALSE,112,0.31,TRUE,exposed_asymptomatic,NA,NA,30/01/2011,Group_42,Birthdate,18/01/2005,NA,18/01/2005
ID_2295,Group_42,NA,Group_42,M,30/01/2011,NA,30/01/2011,13/09/2011,17/09/2011,17/09/2011,FALSE,230,0.63,TRUE,exposed_asymptomatic,NA,NA,30/01/2011,Group_42,Birthdate,18/01/2005,NA,18/01/2005
ID_2752,Group_42,NA,Group_42,F,30/01/2011,NA,30/01/2011,15/12/2012,16/12/2012,16/12/2012,TRUE,686,1.88,TRUE,exposed_signs,22/06/2012,Group_42,30/01/2011,Group_42,Birthdate,18/01/2005,NA,18/01/2005
ID_975,Group_42,NA,Group_42,M,30/01/2011,NA,30/01/2011,01/01/2013,01/01/2013,01/01/2013,FALSE,702,1.92,TRUE,exposed_signs,26/08/2012,Group_42,30/01/2011,Group_42,Birthdate,18/01/2005,NA,18/01/2005
ID_3148,Group_150,NA,Group_150,M,07/02/2011,NA,07/02/2011,03/12/2012,03/12/2012,03/12/2012,TRUE,665,1.82,TRUE,exposed_signs,06/09/2012,Group_150,07/02/2011,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_1568,Group_150,NA,Group_150,M,07/02/2011,NA,07/02/2011,11/07/2013,13/07/2013,13/07/2013,FALSE,887,2.43,TRUE,exposed_asymptomatic,NA,NA,07/02/2011,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_904,Group_150,NA,Group_150,F,07/02/2011,NA,07/02/2011,23/10/2013,25/10/2013,25/10/2013,FALSE,991,2.71,TRUE,exposed_asymptomatic,NA,NA,07/02/2011,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_741,Group_150,NA,Group_150,F,07/02/2011,NA,07/02/2011,03/06/2011,08/05/2011,08/05/2011,FALSE,90,0.25,TRUE,exposed_asymptomatic,NA,NA,07/02/2011,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_3125,Group_150,NA,Group_150,M,07/02/2011,NA,07/02/2011,11/07/2013,13/07/2013,13/07/2013,FALSE,887,2.43,TRUE,exposed_asymptomatic,NA,NA,07/02/2011,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_1321,Group_150,NA,Group_150,M,07/02/2011,NA,07/02/2011,20/08/2013,24/09/2013,24/09/2013,TRUE,960,2.63,TRUE,exposed_signs,10/08/2013,Group_150,07/02/2011,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_907,Group_45,NA,Group_45,M,27/02/2011,NA,27/02/2011,15/08/2013,07/07/2013,15/08/2013,FALSE,900,2.46,TRUE,exposed_asymptomatic,NA,NA,27/02/2011,Group_45,Birthdate,18/03/2003,NA,18/03/2003
ID_3027,Group_45,NA,Group_45,F,27/02/2011,NA,27/02/2011,27/02/2014,22/03/2014,22/03/2014,FALSE,1119,3.06,TRUE,exposed_asymptomatic,NA,NA,27/02/2011,Group_45,Birthdate,18/03/2003,NA,18/03/2003
ID_2776,Group_51,NA,Group_75,F,28/02/2011,NA,28/02/2011,03/03/2013,05/03/2013,05/03/2013,FALSE,736,2.02,TRUE,exposed_asymptomatic,NA,NA,28/02/2011,Group_51,Birthdate,11/12/2007,NA,13/11/2012
ID_260,Group_55,NA,Group_55,M,23/02/2011,NA,23/02/2011,11/07/2012,05/07/2012,11/07/2012,FALSE,504,1.38,TRUE,exposed_asymptomatic,NA,NA,03/04/2011,Group_55,ResidentGroup,03/04/2011,NA,03/04/2011
ID_533,Group_55,NA,Group_55,M,23/02/2011,NA,23/02/2011,26/11/2011,23/04/2011,27/04/2011,FALSE,63,0.17,TRUE,exposed_asymptomatic,NA,NA,03/04/2011,Group_55,ResidentGroup,03/04/2011,NA,03/04/2011
ID_1352,Group_55,NA,Group_55,F,23/02/2011,NA,23/02/2011,12/10/2012,19/10/2012,19/10/2012,FALSE,604,1.65,TRUE,exposed_asymptomatic,NA,NA,03/04/2011,Group_55,ResidentGroup,03/04/2011,NA,03/04/2011
ID_413,Group_51,NA,Group_51,M,28/02/2011,NA,28/02/2011,25/05/2012,28/05/2012,28/05/2012,FALSE,455,1.25,TRUE,exposed_asymptomatic,NA,NA,28/02/2011,Group_51,Birthdate,11/12/2007,NA,11/12/2007
ID_2849,Group_51,NA,Group_51,M,28/02/2011,NA,28/02/2011,31/10/2012,05/11/2012,05/11/2012,FALSE,616,1.69,TRUE,exposed_asymptomatic,NA,NA,28/02/2011,Group_51,Birthdate,11/12/2007,NA,11/12/2007
ID_2964,Group_18,NA,Group_18,F,18/03/2011,NA,18/03/2011,27/09/2012,27/09/2012,27/09/2012,FALSE,559,1.53,TRUE,exposed_asymptomatic,NA,NA,18/03/2011,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_747,Group_18,NA,Group_18,M,18/03/2011,NA,18/03/2011,18/01/2013,22/12/2012,22/12/2012,FALSE,645,1.77,TRUE,exposed_asymptomatic,NA,NA,18/03/2011,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_3412,Group_18,NA,Group_18,M,18/03/2011,NA,18/03/2011,19/04/2011,21/04/2011,21/04/2011,FALSE,34,0.09,TRUE,exposed_asymptomatic,NA,NA,18/03/2011,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_742,Group_69,NA,Group_69,F,30/10/2010,NA,30/10/2010,03/06/2011,17/05/2011,17/05/2011,FALSE,199,0.54,TRUE,exposed_asymptomatic,NA,NA,30/10/2010,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_1171,Group_69,NA,Group_69,M,08/04/2011,NA,08/04/2011,30/04/2013,19/02/2013,30/04/2013,FALSE,753,2.06,TRUE,exposed_asymptomatic,NA,NA,08/04/2011,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_1814,Group_69,NA,Group_69,M,08/04/2011,NA,08/04/2011,17/08/2013,27/07/2013,27/07/2013,FALSE,841,2.3,TRUE,exposed_asymptomatic,NA,NA,08/04/2011,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_202,Group_69,NA,Group_69,F,08/04/2011,NA,08/04/2011,26/10/2012,02/10/2012,02/10/2012,FALSE,543,1.49,TRUE,exposed_asymptomatic,NA,NA,08/04/2011,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_487,Group_145,NA,Group_145,M,14/04/2011,NA,14/04/2011,15/11/2011,19/11/2011,19/11/2011,FALSE,219,0.6,TRUE,exposed_asymptomatic,NA,NA,14/04/2011,Group_145,Birthdate,06/03/2009,NA,06/03/2009
ID_3180,Group_145,NA,Group_145,M,14/04/2011,NA,14/04/2011,12/05/2013,13/05/2013,13/05/2013,FALSE,760,2.08,TRUE,exposed_asymptomatic,NA,NA,14/04/2011,Group_145,Birthdate,06/03/2009,NA,06/03/2009
ID_3037,Group_18,NA,Group_18,M,14/04/2011,NA,14/04/2011,19/12/2012,22/12/2012,22/12/2012,FALSE,618,1.69,TRUE,exposed_asymptomatic,NA,NA,14/04/2011,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_3106,Group_18,NA,Group_18,M,14/04/2011,NA,14/04/2011,18/01/2013,23/12/2012,23/12/2012,FALSE,619,1.69,TRUE,exposed_asymptomatic,NA,NA,14/04/2011,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_1287,Group_18,NA,Group_20,F,14/04/2011,NA,14/04/2011,02/09/2014,02/09/2014,02/09/2014,TRUE,1237,3.39,TRUE,exposed_signs,18/06/2014,Group_20,14/04/2011,Group_18,Birthdate,15/04/2009,NA,31/07/2013
ID_3070,Group_18,NA,Group_18,M,14/04/2011,NA,14/04/2011,16/10/2011,17/10/2011,17/10/2011,FALSE,186,0.51,TRUE,exposed_asymptomatic,NA,NA,14/04/2011,Group_18,Birthdate,15/04/2009,NA,15/04/2009
ID_2425,Group_38,NA,Group_38,M,08/05/2011,NA,08/05/2011,14/11/2013,14/11/2013,14/11/2013,FALSE,921,2.52,TRUE,exposed_asymptomatic,NA,NA,08/05/2011,Group_38,Birthdate,07/09/2003,NA,07/09/2003
ID_2638,Group_38,NA,Group_38,M,08/05/2011,NA,08/05/2011,22/07/2011,06/07/2011,22/07/2011,FALSE,75,0.21,TRUE,exposed_asymptomatic,NA,NA,08/05/2011,Group_38,Birthdate,07/09/2003,NA,07/09/2003
ID_2402,Group_38,NA,Group_38,M,08/05/2011,NA,08/05/2011,17/10/2013,13/09/2013,17/10/2013,FALSE,893,2.44,TRUE,exposed_asymptomatic,NA,NA,08/05/2011,Group_38,Birthdate,07/09/2003,NA,07/09/2003
ID_422,Group_38,NA,Group_103,F,08/05/2011,NA,08/05/2011,05/11/2015,05/11/2015,05/11/2015,TRUE,1642,4.5,TRUE,exposed_signs,05/11/2015,Group_134,08/05/2011,Group_38,Birthdate,07/09/2003,NA,18/12/2013
ID_2102,Group_38,NA,Group_44,M,08/05/2011,NA,08/05/2011,03/12/2015,03/12/2015,03/12/2015,FALSE,1670,4.57,TRUE,exposed_asymptomatic,NA,NA,08/05/2011,Group_38,Birthdate,07/09/2003,NA,17/09/2016
ID_3115,Group_104,NA,Group_104,F,11/03/2011,NA,11/03/2011,04/09/2012,05/09/2012,05/09/2012,TRUE,544,1.49,TRUE,exposed_signs,19/08/2012,Group_104,11/03/2011,Group_104,Birthdate,10/09/2009,NA,10/09/2009
ID_3122,Group_29,NA,Group_29,M,21/01/2011,NA,21/01/2011,18/06/2012,18/06/2012,18/06/2012,TRUE,514,1.41,TRUE,exposed_signs,09/06/2012,Group_29,21/01/2011,Group_29,Birthdate,31/01/2008,NA,31/01/2008
ID_785,Group_145,NA,Group_18,M,20/01/2011,NA,20/01/2011,11/09/2013,13/09/2013,13/09/2013,FALSE,967,2.65,TRUE,exposed_asymptomatic,NA,NA,20/01/2011,Group_145,Birthdate,06/03/2009,NA,15/04/2009
ID_2626,Group_28,NA,Group_20,M,27/01/2011,NA,27/01/2011,18/12/2014,18/12/2014,18/12/2014,FALSE,1421,3.89,TRUE,exposed_signs,23/09/2014,Group_20,06/04/2011,Group_28,ResidentGroup,06/04/2011,NA,31/07/2013
ID_114,Group_28,NA,Group_28,F,27/01/2011,NA,27/01/2011,09/10/2017,09/10/2017,09/10/2017,TRUE,2447,6.7,TRUE,exposed_signs,19/01/2016,Group_28,06/04/2011,Group_28,ResidentGroup,06/04/2011,NA,06/04/2011
